,Unnamed: 0,name,struct,addr,lat,lon
7963,7963,Муниципальное общеобразовательное учреждение Первомайская средняя общеобразовательная школа,(Муниципальное образовательное учреждение),"Москва, поселение Первомайское, п.Первомайское, ул.Парковая, д.1",55.53417,37.16415
8567,8567,Средняя общеобразовательная школа № 789,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Голубинская улица, 5-3",55.60694,37.51325
8568,8568,Средняя общеобразовательная школа № 790,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Новоясеневский проспект, 24-3",55.60595,37.52971
8569,8569,Средняя общеобразовательная школа № 794,(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Литовский бульвар, 17-4",55.606687,37.544628
8570,8570,Средняя общеобразовательная школа № 864,(Государственное образовательное учреждение),"117588, Москва, Юго-Западный округ,  Литовский бульвар, 6 корп. 2",55.61006,37.5286
8571,8571,Cредняя общеобразовательная школа № 1103 имени героя РФ А. В. Соломатина,(Государственное образовательное учреждение),"117588, Москва, Юго-Западный округ,  Литовский бульвар, 44 корп. 2",55.60713,37.54219
8572,8572,Cредняя общеобразовательная школа № 1106,(Государственное образовательное учреждение),"117463, Москва, Юго-Западный округ,  Карамзина проезд, 13 корп. 3",55.59214,37.54031
8573,8573,Средняя общеобразовательная школа № 693,(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Соловьиный проезд, 4-3",55.61592,37.54935
8574,8574,Средняя общеобразовательная школа № 1038,(Государственное образовательное учреждение),"129081, Москва, Северо-Восточный округ,  Ясный проезд, 21",55.87765,37.61802
8575,8575,Cредняя общеобразовательная школа № 1972,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Бартеневская улица, 49 корп. 4",55.54487,37.5195
8576,8576,Начальная школа-детский сад № 1839,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Cкобелевская улица, 18",55.54589,37.5536
8577,8577,Cредняя общеобразовательная школа № 1994,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Витте аллея, 2, к.1",55.55037,37.53753
8578,8578,Средняя общеобразовательная школа № 956,(Государственное образовательное учреждение),"127642, Москва, Северо-Восточный округ,  Заповедная улица, 22",55.86752,37.64268
8579,8579,Средняя общеобразовательная школа № 307,(Государственное образовательное учреждение),"129221, Москва, Северо-Восточный округ,  Шокальского проезд, 11, к.2",55.87509,37.64273
8580,8580,Средняя общеобразовательная школа № 300,(Государственное образовательное учреждение),"129081, Москва, Северо-Восточный округ,  Ясный проезд, 10, к.3",55.87636,37.62917
8581,8581,Средняя общеобразовательная школа № 289,(Государственное образовательное учреждение),"129081, Москва, Северо-Восточный округ,  Ясный проезд, 10а",55.87597,37.63015
8582,8582,Средняя общеобразовательная школа № 285,(Государственное образовательное учреждение),"129081, Москва, Северо-Восточный округ,  Ясный проезд, 24 кор.3",55.87663,37.6239
8583,8583,Средняя общеобразовательная школа № 1237 с углубленным изучением испанского языка им. Пабло Неруды,(Государственное образовательное учреждение),"129221, Москва, Северо-Восточный округ,  Шокальского проезд, 11 к.3",55.87429,37.6416
8584,8584,Центр образования № 1482,(Государственное образовательное учреждение),"129081, Москва, Северо-Восточный округ,  Заповедная улица, 12",55.86707,37.63536
8585,8585,Лицей № 1568,(Государственное образовательное учреждение),"127221, Москва, Северо-Восточный округ,  Шокальского проезд, д.7,корп.2",55.87458,37.64288
8586,8586,"НОУ Средняя общеобразовательная школа ""Союз""",(Негосударственное образовательное учреждение),"123364, Москва, Северо-Западный округ,  Фабрициуса улица, д.35, к.2",57.44844,29.18573
8587,8587,"Средняя общеобразовательная школа ""Школа здоровья"" № 1058",(Государственное образовательное учреждение),"125363, Москва, Северо-Западный округ,  Аэродромная улица, 9",55.84721,37.42991
8588,8588,Средняя общеобразовательная школа № 233,(Государственное образовательное учреждение),"127642, Москва, Северо-Восточный округ,  Сухонская улица, 3",55.87465,37.65111
8589,8589,Средняя общеобразовательная школа № 819,(Государственное образовательное учреждение),"125362, Москва, Северо-Западный округ,  Свободы улица, 26",55.83964,37.45615
8590,8590,"Средняя общеобразовательная школа № 677 ""Школа здоровья""",(Государственное образовательное учреждение),"125364, Москва, Северо-Западный округ,  Фабрициуса улица, 10, корп. 2",55.84541,37.44921
8591,8591,Средняя общеобразовательная школа № 116,(Государственное образовательное учреждение),"125459, Москва, Северо-Западный округ,  Туристская улица, 11-2",55.84795,37.42295
8592,8592,Средняя общеобразовательная школа № 114,(Государственное образовательное учреждение),"125363, Москва, Северо-Западный округ,  Сходненская улица, 35",55.84853,37.43783
8593,8593,"Средняя общеобразовательная школа ""Школа здоровья"" № 821",(Государственное образовательное учреждение),"125373, Москва, Северо-Западный округ,  Светлогорский проезд, д.7, к.1",55.845354,37.40116510000001
8594,8594,"Центр образования № 1883 ""Бутово""",(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Поляны улица, 53; 117042 Адмирала Ушакова бульвар, 20",55.548735,37.547631
8595,8595,"Средняя общеобразовательная школа ""Школа Здоровья"" № 1065",(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Скобелевская улица, 28",55.54478,37.55379
8596,8596,Центр образования № 1492,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Адмирала Лазарева улица, 62 корп. 2",55.54046,37.5078
8597,8597,Средняя общеобразовательная школа с углублённым изучением информационных технологий № 1368,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Академика Понтрягина улица, 17, к.1",55.53361,37.50277
8598,8598,Средняя общеобразовательная школа с углубленным изучением информатики и экономики № 1355,(Государственное образовательное учреждение),"117623, Москва, Юго-Западный округ,  Джанкойская улица, 7",55.54052,37.57781
8599,8599,Центр образования № 1863,(Государственное образовательное учреждение),"113042, Москва, Юго-Западный округ,  Поляны улица, д.31А 
113042 Адмирала Ушакова бульвар, д.10; 113042 Адмирала Ушакова бульвар, д.",55.5499446,37.55047855
8600,8600,Cредняя общеобразовательная школа № 1916,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Чечерский проезд, 6",55.54278,37.54412
8601,8601,Средняя общеобразовательная школа с углубленным изучением английского языка № 1354,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Изюмская улица, 38, к.1",55.54809,37.56381
8602,8602,Средняя общеобразовательная школа № 2047,(Государственное образовательное учреждение),"Москва, Юго-Западный округ, Московская область муниципальный район, Щербинка, 4 микрорайон, корп.15",55.5038455,37.5655425
8603,8603,Cредняя общеобразовательная школа № 1970,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Чечерский проезд, 22, к.1",55.53847,37.54001
8604,8604,Cредняя общеобразовательная школа № 1971,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Южнобутовская улица, 52, к.2",55.53907,37.52959
8605,8605,Cредняя общеобразовательная школа № 1931,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Чечерский проезд, 42",55.53455,37.53277
8606,8606,Cредняя общеобразовательная школа № 1978,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Адмирала Лазарева улица, 68 корп. 3",55.54,37.50611
8607,8607,Средняя общеобразовательная школа № 657,(Государственное образовательное учреждение),"117545, Москва, Южный округ,  Подольских курсантов улица, 16а",55.60565,37.61984
8608,8608,Средняя общеобразовательная школа № 703,(Государственное образовательное учреждение),"123298, Москва, Северо-Западный округ,  Маршала Бирюзова улица, 6",55.79156,37.49823
8609,8609,Средняя общеобразовательная школа № 850,(Государственное образовательное учреждение),"113405, Москва, Южный округ,  Газопровод улица, 3а",55.59185,37.60673
8610,8610,Средняя общеобразовательная школа № 702,(Государственное образовательное учреждение),"123298, Москва, Северо-Западный округ,  Маршала Конева улица, 11",55.79465,37.48631
8611,8611,Средняя общеобразовательная школа № 932,(Государственное образовательное учреждение),"117534, Москва, Южный округ,  Чертановская улица, 62а",55.59932,37.58581
8612,8612,Средняя общеобразовательная школа № 652,(Государственное образовательное учреждение),"117570, Москва, Южный округ,  Красного Маяка улица, д. 13",55.6115076,37.5793481
8613,8613,Средняя общеобразовательная школа № 880,(Государственное образовательное учреждение),"117570, Москва, Южный округ,  Чертановская улица, 44а",55.60965,37.58892
8614,8614,Средняя общеобразовательная школа № 866,(Государственное образовательное учреждение),"117519, Москва, Южный округ,  Кировоградская улица, 30а",55.60826,37.59737
8615,8615,Государственное бюджетное образовательное учреждение г.Москвы Гимназия № 1582,(Государственное образовательное учреждение),"117587, Москва, Южный округ,  Кировоградская улица, 18, корп.4
117587 Чертановская улица, 21, корп.4",55.61789,37.60133
8616,8616,"Средняя общеобразовательная школа ""Школа здоровья"" № 901",(Государственное образовательное учреждение),"117545, Москва, Южный округ,  Подольских курсантов улица, 18б",55.60515,37.617
8617,8617,"ННОУ ""Общеобразовательная школа “Интеграл”",(Негосударственное образовательное учреждение),"Москва, Южный округ, Чертановская улица, 34-а",55.61674,37.58839
8618,8618,Cредняя общеобразовательная школа № 1961,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Южнобутовская улица, 76, к.1",55.53576,37.51848
8619,8619,Cредняя общеобразовательная школа № 1946,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Южнобутовская улица, 135 А",55.53068,37.5146
8620,8620,Средняя общеобразовательная школа № 1176,(Государственное образовательное учреждение),"117623, Москва, Юго-Западный округ,  Типографская улица, 2А 
117623 Брусилова улица, д. 29, корп. 1; Московская область муниципальный район, Щербинка, 3 микрорайон, корп.13",55.50544045,37.5907654
8621,8621,Средняя общеобразовательная школа № 1163,(Государственное образовательное учреждение),"117623, Москва, Юго-Западный округ,  Большая Бутовская улица, 9",55.54346,37.58163
8622,8622,Cредняя общеобразовательная школа № 1981,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Бартеневская улица, 27",55.54935,37.52986
8623,8623,Центр образования № 1445,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Голубинская улица, д.5 корп. 4
117574 Вильнюсская улица, д.8 корп. 3",55.6035194,37.51924585
8624,8624,Негосударственное образовательное учреждение Средняя общеобразовательная школа “Ясенево”,(Негосударственное образовательное учреждение),"117463, Москва, Юго-Западный округ,  Голубинская улица, 24, корп.2",55.59481,37.53782
8625,8625,Начальная школа - детский сад № 1604,(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Рокотова улица, 8 к.4",55.61225,37.54857
8626,8626,Средняя общеобразовательная школа № 862,(Государственное образовательное учреждение),"117463, Москва, Юго-Западный округ,  Голубинская улица, 23-3",55.5979619,37.531254
8627,8627,"Негосударственное образовательное учреждение Средняя общеобразовательная школа ""Ренессанс""",(Негосударственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Айвазовского улица, 6, корп.3",55.61653,37.5364
8628,8628,Негосударственное образовательное учреждение Начальная общеобразовательная школа “Маленький принц”,(Негосударственное образовательное учреждение),"117463, Москва, Юго-Западный округ,  Новоясеневский проспект, 38-3",55.6032423,37.545201
8629,8629,Негосударственное образовательное учреждение Средняя общеобразовательная школа «Академия языка»,(Негосударственное образовательное учреждение),"117588, Москва, Юго-Западный округ,  Новоясеневский проспект, 5-2",55.6071346,37.5289563
8630,8630,Лицей № 1548,(Государственное образовательное учреждение),"119180, Москва, Центральный округ,  Бродников переулок, 3",55.73693,37.61769
8631,8631,"Лицей № 1546 ""Плехановец""",(Государственное образовательное учреждение),"117049, Москва, Центральный округ,  Донская улица, 21",55.72253,37.60817
8632,8632,Центр образования № 1496,(Государственное образовательное учреждение),"119071, Москва, Центральный округ,  Ленинский проспект, 13а
Донская улица, 10",55.72195,37.60354
8633,8633,Средняя общеобразовательная школа № 752,(Государственное образовательное учреждение),"129337, Москва, Северо-Восточный округ,  Ярославское шоссе, 8 к.7",55.85134,37.68816
8634,8634,"НОУ ""Пироговская школа""",(Негосударственное образовательное учреждение),"119049, Москва, Центральный округ,  1-й Бабьегородский переулок, д.5/7, стр.9",55.73539,37.61117
8635,8635,Средняя общеобразовательная школа с углубленным изучением английского языка № 19,(Государственное образовательное учреждение),"115035, Москва, Центральный округ,  1-й Кадашевский переулок, 3",55.74441,37.62185
8636,8636,Средняя общеобразовательная школа № 1374 с углубленным изучением английского языка,(Государственное образовательное учреждение),"129337, Москва, Северо-Восточный округ,  Федосьинская улица, 4, стр.1",55.86879,37.70372
8637,8637,Гимназия № 1551,(Государственное образовательное учреждение),"125364, Москва, Северо-Западный округ,  Свободы улица, 42 к.2",55.84662,37.45606
8638,8638,Средняя общеобразовательная школа № 1056,(Государственное образовательное учреждение),"125363, Москва, Северо-Западный округ,  Штурвальная улица, 7/2",55.84832,37.4442
8639,8639,Средняя общеобразовательная школа № 828,(Государственное образовательное учреждение),"125364, Москва, Северо-Западный округ,  Фабрициуса улица, 6, к.2",55.84605,37.45058
8640,8640,Негосударственное образовательное учреждение учебный центр “Росинка”,(Негосударственное образовательное учреждение),"123373, Москва, Северо-Западный округ,  Походный проезд, д.19",57.44844,29.18573
8641,8641,Государственное образовательное учреждение города Москвы Центр образования № 1874,(Государственное образовательное учреждение),"123098, Москва, Северо-Западный округ,  Маршала Новикова улица, 13 
123098 Маршала Василевского улица, д. 11, корп. 2
123098 Академика Бочвара улица, 4
123098 Маршала Василевского улица, д. 3, корп. 2",55.8039853,37.4694188
8642,8642,Средняя общеобразовательная школа с углубленным изучением немецкого языка № 1212,(Государственное образовательное учреждение),"123060, Москва, Северо-Западный округ,  Маршала Рыбалко улица, 14",55.79918,37.48714
8643,8643,Начальная общеобразовательная школа № 147,(Государственное образовательное учреждение),"123060, Москва, Северо-Западный округ,  Маршала Бирюзова улица, 5",55.79024,37.49729
8644,8644,Средняя общеобразовательная школа № 92,(Государственное образовательное учреждение),"123479, Москва, Северо-Западный округ,  Живописная улица, 32",57.44844,29.18573
8645,8645,"Средняя общеобразовательная школа № 738 ""Школа здоровья""",(Государственное образовательное учреждение),"123060, Москва, Северо-Западный округ,  Маршала Конева улица, 10",55.79714,37.48838
8646,8646,Средняя общеобразовательная школа № 1189 им. И. В. Курчатова,(Государственное образовательное учреждение),"123182, Москва, Северо-Западный округ,  Маршала Василевского улица, 9/1",55.80509,37.46996
8647,8647,Средняя общеобразовательная школа № 1005,(Государственное образовательное учреждение),"123182, Москва, Северо-Западный округ,  Авиационная улица, 71/3",55.80719,37.4523
8648,8648,Средняя общеобразовательная школа с углубленным изучением английского языка № 1210,(Государственное образовательное учреждение),"123098, Москва, Северо-Западный округ,  Гамалеи улица, 17, к.1",55.8002066,37.4572409
8649,8649,Средняя общеобразовательная школа углубленным изучением физики и математики № 2007,(Государственное образовательное учреждение),"117041, Москва, Юго-Западный округ,  Горчакова улица, 9, к. 1",55.54472,37.53278
8650,8650,Негосударственное образовательное учреждение средняя общеобразовательная школа “Рольф”,(Негосударственное образовательное учреждение),"Москва, Южный округ, Варшавское шоссе, 142",55.6088361,37.6076295
8651,8651,Средняя общеобразовательная школа № 629,(Государственное образовательное учреждение),"113405, Москва, Южный округ,  Варшавское шоссе, 156б",55.5879,37.59484
8652,8652,Средняя общеобразовательная школа № 900,(Государственное образовательное учреждение),"117535, Москва, Южный округ,  3-й Дорожный проезд, 6а",55.59995,37.61483
8653,8653,Центр образования № 1178,(Государственное образовательное учреждение),"117405, Москва, Южный округ,  Варшавское шоссе, 152 к.10",55.59166,37.5963
8654,8654,Государственное бюджетное образовательное учреждение г.Москвы Гимназия № 1526,(Государственное образовательное учреждение),"117535, Москва, Южный округ,  Дорожная улица, 20а",55.60257,37.62055
8655,8655,Начальная школа - детский сад компенсирующего вида № 1820,(Государственное образовательное учреждение),"117534, Москва, Южный округ,  Кировоградская улица, 44 а
115534 Чертановская улица, 61а",55.598,37.59463
8656,8656,Средняя общеобразовательная школа № 1162,(Государственное образовательное учреждение),"117405, Москва, Южный округ,  Варшавское шоссе, 143 к.6",55.58104,37.59907
8657,8657,Средняя общеобразовательная школа с углубленным изучением иностранного языка (английского) № 1245,(Государственное образовательное учреждение),"113534, Москва, Южный округ,  Кировоградская улица, 42, к.2",55.59971,37.59383
8658,8658,Средняя общеобразовательная школа № 1171,(Государственное образовательное учреждение),"117534, Москва, Южный округ,  Кировоградская улица, 42 Б",55.59907,37.59505
8659,8659,Средняя общеобразовательная школа № 859,(Государственное образовательное учреждение),"117535, Москва, Южный округ,  Дорожная улица, 22а",55.59953,37.61755
8660,8660,Средняя общеобразовательная школа № 1980,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Чечерский проезд, 56",55.53247,37.5287
8661,8661,"Средняя общеобразовательная школа ""Школа Здоровья"" № 1979",(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Адмирала Лазарева улица, 40 корп. 2",55.54521,37.52103
8662,8662,Средняя общеобразовательная школа с углубленным изучением иностранного языка (английского) № 1206,(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Литовский бульвар, 3-3",55.6135749,37.5333218
8663,8663,Лицей № 1561,(Государственное образовательное учреждение),"117463, Москва, Юго-Западный округ,  Новоясеневский проспект, 38-2",55.6032423,37.545201
8664,8664,"Центр образования № 1694 ""Ясенево""",(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Литовский бульвар, 11 корп. 6
117593 Рокотова улица, 4 корп. 3",55.6128142,37.54483435
8665,8665,Средняя общеобразовательная школа № 780,(Государственное образовательное учреждение),"117588, Москва, Юго-Западный округ,  Литовский бульвар, 42-2",55.6082352,37.5449698
8666,8666,Cредняя общеобразовательная школа № 107,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Голубинская улица, 28, к.2",55.59428,37.54085
8667,8667,"Средняя общеобразовательная школа ""Школа здоровья"" № 27",(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Литовский бульвар, 17, корп. 3",55.60633,37.55007
8668,8668,Средняя общеобразовательная школа № 200,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Голубинская улица, 21-3",55.59926,37.5252107
8669,8669,Средняя общеобразовательная школа № 156,(Государственное образовательное учреждение),"117463, Москва, Юго-Западный округ,  Паустовского улица, 5-2",55.6000811,37.5401754
8670,8670,Гимназия № 1577,(Государственное образовательное учреждение),"129337, Москва, Северо-Восточный округ,  Ярославское шоссе, 8 к.6",55.85267,37.69043
8671,8671,Лицей информационных технологий № 1537,(Государственное образовательное учреждение),"129347, Москва, Северо-Восточный округ,  Проходчикова улица, 9",55.87422,37.71901
8672,8672,Начальная школа - детский сад компенсирующего вида № 1746,(Государственное образовательное учреждение),"129347, Москва, Северо-Восточный округ,  Холмогорская улица, 5,стр.1",55.87986,37.71725
8673,8673,Средняя общеобразовательная школа (лаборатория) № 760 им.А.П.Мересьева,(Государственное образовательное учреждение),"129347, Москва, Северо-Восточный округ,  Ярославское шоссе, 147",55.8809,37.7204
8674,8674,"Центр образования ""Школа здоровья"" № 1099 ""Ярославский""",(Государственное образовательное учреждение),"129347, Москва, Северо-Восточный округ,  Ротерта улица, 5",55.8742,37.72342
8675,8675,Средняя общеобразовательная школа № 1137,(Государственное образовательное учреждение),"129347, Москва, Северо-Восточный округ,  Лосевская улица, д.7; 129347 Лосевская улица, д.9",55.8778408,37.7148215
8676,8676,Средняя общеобразовательная школа № 1096,(Государственное образовательное учреждение),"129337, Москва, Северо-Восточный округ,  Палехская улица, 10",55.86646,37.69846
8677,8677,Средняя общеобразовательная школа № 750,(Государственное образовательное учреждение),"129337, Москва, Северо-Восточный округ,  Палехская улица, 8",55.86468,37.69591
8678,8678,Средняя общеобразовательная школа № 1094,(Государственное образовательное учреждение),"129347, Москва, Северо-Восточный округ,  Палехская улица, 137",55.87729,37.71134
8679,8679,Средняя общеобразовательная школа № 1168,(Государственное образовательное учреждение),"125373, Москва, Северо-Западный округ,  Яна Райниса бульвар, 43/2 
125373 Василия Петушкова улица, 23 к.1",55.84944,37.41051
8680,8680,"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Московская классическая гимназия""",(Негосударственное образовательное учреждение),"123363, Москва, Северо-Западный округ,  Новопоселковая улица, д.5а",55.83893,37.44099
8681,8681,Средняя общеобразовательная школа № 490,(Государственное образовательное учреждение),"115193, Москва, Юго-Восточный округ,  Петра Романова улица, 16",55.70385,37.68107
8682,8682,Средняя общеобразовательная школа № 462,(Государственное образовательное учреждение),"115083, Москва, Юго-Восточный округ,  1-я Машиностроения улица, 3/5а",55.71567,37.67264
8683,8683,Средняя общеобразовательная школа № 469,(Государственное образовательное учреждение),"115088, Москва, Юго-Восточный округ,  Симоновский вал улица, 18а",55.72155,37.66177
8684,8684,Средняя общеобразовательная школа № 2008,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Изюмская улица, 34, к.3",55.549,37.56256
8685,8685,Негосударственное образовательное учреждение Средняя общеобразовательная школа «Данко»,(Негосударственное образовательное учреждение),"Москва, Юго-Западный округ, Скобелевская улица, д.25, корп.6",55.54757,37.56026
8686,8686,Средняя общеобразовательная школа с углубленным изучением предметов в области Исскуство № 1372,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Чечерский проезд, 80",55.53198,37.52254
8687,8687,Государственное образовательное учреждение средняя общеобразовательная школа № 2009,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Адмирала Руднева улица, 16, к. 1",55.54084,37.51891
8688,8688,Центр образования № 1456,(Государственное образовательное учреждение),"117623, Москва, Юго-Западный округ,  3-я Железногорская улица, 11-А 
142720 Ленинский муниципальный район, Новодрожжино, Новодрожжино поселок, д. 10",55.5273495,37.566002
8689,8689,Средняя общеобразовательная школа № 2003,(Государственное образовательное учреждение),"117042, Москва, Юго-Западный округ,  Изюмская улица, д. 28, корп. 3",55.54986,37.56326
8690,8690,Средняя общеобразовательная школа № 881,(Государственное образовательное учреждение),"117534, Москва, Южный округ,  Чертановская улица, 60а",55.60156,37.58453
8691,8691,Средняя общеобразовательная школа № 924,(Государственное образовательное учреждение),"117405, Москва, Южный округ,  Газопровод улица, 5а",55.59144,37.60511
8692,8692,Средняя общеобразовательная школа № 549,(Государственное образовательное учреждение),"117519, Москва, Южный округ,  Кировоградская улица, 21",55.60312,37.60133
8693,8693,Средняя общеобразовательная школа № 552,(Государственное образовательное учреждение),"117535, Москва, Южный округ,  Россошанский проезд, 3а",55.60046,37.61146
8694,8694,Средняя общеобразовательная школа № 125,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Голубинская улица, 5-2",55.60694,37.51325
8695,8695,Cредняя общеобразовательная школа № 108,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Вильнюсская улица, 14",55.5983,37.51701
8696,8696,Средняя общеобразовательная школа № 1108,(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Соловьиный проезд, 16 корп. 2",55.60586,37.5544
8697,8697,Средняя общеобразовательная школа № 765,(Государственное образовательное учреждение),"117588, Москва, Юго-Западный округ,  Литовский бульвар, 10-2",55.6125032,37.5290485
8698,8698,Средняя общеобразовательная школа № 1020,(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Вильнюсская улица, 12",55.59941,37.51793
8699,8699,"Средняя общеобразовательная школа ""Школа Здоровья"" № 1693 имени 1-й дивизии народного ополчения Москвы",(Государственное образовательное учреждение),"117463, Москва, Юго-Западный округ,  Паустовского улица, д.6 корп. 2 
117463 Паустовского улица, д.8 корп. 2",55.600698,37.537206000000005
8700,8700,"НОУ Православная гимназия ""Радонеж""",(Негосударственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Одоевского проезд, 13",55.59913,37.51354
8701,8701,"Средняя общеобразовательная школа № 1199 ""Лига Школ""",(Государственное образовательное учреждение),"117574, Москва, Юго-Западный округ,  Новоясеневский проспект, 16 корп. 2",55.60725,37.52041
8702,8702,Средняя общеобразовательная школа с этнокультурным (русским) компонентом образования № 1107,(Государственное образовательное учреждение),"117593, Москва, Юго-Западный округ,  Соловьиный проезд, 4 корп. 2",55.61494,37.54778
8703,8703,"Центр образования ""Школа здоровья"" № 1804 ""Кожухово""",(Государственное образовательное учреждение),"115432, Москва, Юго-Восточный округ,  2-й Южнопортовый проезд, д.11 стр.1,2 
115432 Трофимова улица, д. 30, корп. 2
115432 2-й Южнопортовый проезд, д. 23, корп. 2",55.7002,37.68285
8704,8704,Негосударственное образовательное учреждение детский сад-начальная школа “Магнолия”,(Негосударственное образовательное учреждение),"115193, Москва, Юго-Восточный округ,  7-я Кожуховская улица, д.18-а",55.7089,37.6759
8705,8705,НОУ Учебный центр «Наука-сервис»,(Негосударственное образовательное учреждение),"109432, Москва, Юго-Восточный округ,  Трофимова улица, д.22, к.2, под.3",55.70152,37.67628
8706,8706,Вечерняя (сменная) общеобразовательная школа № 66,(Государственное образовательное учреждение),"109044, Москва, Юго-Восточный округ,  Крутицкий вал улица, 24",55.72886,37.6626
