"Name";"Diameter";"TypeExit";"OnTerritoryOfMoscow";"AdmArea";"District";"Latitude_WGS84";"Longitude_WGS84";"NameMetroExit";"ObjectStatus";"global_id";"geoData";"geodata_center";
"Наименование прохода станции МЦД";"Станция МЦД";"Тип прохода";"На территории Москвы";"Административный округ";"Район";"Широта прохода в WGS-84";"Долгота прохода в WGS-84";"Ближайшие входы и выходы вестибюлей Московского метрополитена";"Статус объекта";"global_id";"geoData";"geodata_center";
"Новодачная (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.925155";"37.527819";"";"действует";"1059382307";"{coordinates=[37.527819, 55.925155], type=Point}";"";
"Новодачная (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.924605";"37.528092";"";"действует";"1059382308";"{coordinates=[37.528092, 55.924605], type=Point}";"";
"Долгопрудная (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.940404";"37.520195";"";"действует";"1059382309";"{coordinates=[37.520195, 55.940404], type=Point}";"";
"Долгопрудная (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.939583";"37.519831";"";"действует";"1059382310";"{coordinates=[37.519831, 55.939583], type=Point}";"";
"Водники (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.953601";"37.511378";"";"действует";"1059382312";"{coordinates=[37.511378, 55.953601], type=Point}";"";
"Водники (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.951708";"37.513664";"";"действует";"1059382313";"{coordinates=[37.513664, 55.951708], type=Point}";"";
"Водники (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.951614";"37.513410";"";"действует";"1059382315";"{coordinates=[37.51341, 55.951614], type=Point}";"";
"Водники (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.952423";"37.512341";"";"действует";"1059382317";"{coordinates=[37.512341, 55.952423], type=Point}";"";
"Водники (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.953535";"37.511083";"";"действует";"1059382318";"{coordinates=[37.511083, 55.953535], type=Point}";"";
"Хлебниково (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.971852";"37.504357";"";"действует";"1059382319";"{coordinates=[37.504357, 55.971852], type=Point}";"";
"Хлебниково (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.971919";"37.503998";"";"действует";"1059382323";"{coordinates=[37.503998, 55.971919], type=Point}";"";
"Шереметьевская (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.984638";"37.498575";"";"действует";"1059382324";"{coordinates=[37.498575, 55.984638], type=Point}";"";
"Шереметьевская (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.982988";"37.499360";"";"действует";"1059382325";"{coordinates=[37.49936, 55.982988], type=Point}";"";
"Шереметьевская (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.982665";"37.499530";"";"действует";"1059382326";"{coordinates=[37.49953, 55.982665], type=Point}";"";
"Шереметьевская (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.982632";"37.499247";"";"действует";"1059382327";"{coordinates=[37.499247, 55.982632], type=Point}";"";
"Шереметьевская (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.982890";"37.499123";"";"действует";"1059382329";"{coordinates=[37.499123, 55.98289], type=Point}";"";
"Лобня (проход 1)";"nested data";"Вход-выход";"нет";"";"";"56.012914";"37.484166";"";"действует";"1059382330";"{coordinates=[37.484166, 56.012914], type=Point}";"";
"Лобня (проход 2)";"nested data";"Вход-выход";"нет";"";"";"56.013099";"37.485436";"";"действует";"1059382331";"{coordinates=[37.485436, 56.013099], type=Point}";"";
"Красный Строитель (проход 1)";"nested data";"Вход-выход";"да";"Южный административный округ";"район Бирюлёво Западное";"55.588983";"37.616344";"";"действует";"1059390544";"{coordinates=[37.616344, 55.588983], type=Point}";"";
"Курская (проход 2)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Басманный район";"55.757008";"37.660459";"";"действует";"1059390869";"{coordinates=[37.660459, 55.757008], type=Point}";"";
"Курская (проход 3)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Басманный район";"55.757398";"37.662776";"";"действует";"1059391620";"{coordinates=[37.662776, 55.757398], type=Point}";"";
"Красный Балтиец (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Коптево";"55.815580";"37.525757";"";"действует";"1059392013";"{coordinates=[37.525757, 55.81558], type=Point}";"";
"Красный Балтиец (проход 2)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Коптево";"55.815616";"37.526694";"";"действует";"1059392496";"{coordinates=[37.526694, 55.815616], type=Point}";"";
"Красный Строитель (проход 2)";"nested data";"Вход-выход";"да";"Южный административный округ";"район Чертаново Южное";"55.589072";"37.614550";"";"действует";"1059392577";"{coordinates=[37.61455, 55.589072], type=Point}";"";
"Курская (проход 1)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Басманный район";"55.757650";"37.660150";"";"действует";"1059392626";"{coordinates=[37.66015, 55.75765], type=Point}";"";
"Красный Балтиец (проход 3)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Аэропорт";"55.814008";"37.527208";"";"действует";"1059392904";"{coordinates=[37.527208, 55.814008], type=Point}";"";
"Красный Балтиец (проход 4)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Аэропорт";"55.812799";"37.527131";"";"действует";"1059392914";"{coordinates=[37.527131, 55.812799], type=Point}";"";
"Трикотажная (проход 1)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Южное Тушино";"55.833555";"37.397191";"";"действует";"1059394854";"{coordinates=[37.397191, 55.833555], type=Point}";"";
"Трикотажная (проход 2)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Южное Тушино";"55.833268";"37.399059";"";"действует";"1059395325";"{coordinates=[37.399059, 55.833268], type=Point}";"";
"Трикотажная (проход 3)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Южное Тушино";"55.832972";"37.400800";"";"действует";"1059395326";"{coordinates=[37.4008, 55.832972], type=Point}";"";
"Трикотажная (проход 4)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Покровское-Стрешнево";"55.833358";"37.396853";"";"действует";"1059787706";"{coordinates=[37.396853, 55.833358], type=Point}";"";
"Трикотажная (проход 5)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Покровское-Стрешнево";"55.833056";"37.398958";"";"действует";"1059787776";"{coordinates=[37.398958, 55.833056], type=Point}";"";
"Трикотажная (проход 6)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Покровское-Стрешнево";"55.832794";"37.400413";"";"действует";"1059788618";"{coordinates=[37.400413, 55.832794], type=Point}";"";
"Павшино (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.814911";"37.342096";"";"действует";"1059870157";"{coordinates=[37.342096, 55.814911], type=Point}";"";
"Дмитровская (проход 6)";"nested data";"Вход-выход";"да";"Северный административный округ";"Савёловский район";"55.807480";"37.576262";"";"действует";"1072022947";"{coordinates=[37.576262, 55.80748], type=Point}";"";
"Дмитровская (проход 7)";"nested data";"Вход-выход";"да";"Северный административный округ";"Тимирязевский район";"55.808258";"37.579305";"";"действует";"1072023249";"{coordinates=[37.579305, 55.808258], type=Point}";"";
"Царицыно (проход 1)";"nested data";"Вход-выход";"да";"Южный административный округ";"район Бирюлёво Восточное";"55.616803";"37.668819";"";"действует";"1072024471";"{coordinates=[37.668819, 55.616803], type=Point}";"";
"Царицыно (проход 6)";"nested data";"Вход-выход";"да";"Южный административный округ";"район Царицыно";"55.618364";"37.668625";"";"действует";"1072025706";"{coordinates=[37.668625, 55.618364], type=Point}";"";
"Царицыно (проход 2)";"nested data";"Вход-выход";"да";"Южный административный округ";"район Царицыно";"55.618695";"37.669113";"";"действует";"1072025778";"{coordinates=[37.669113, 55.618695], type=Point}";"";
"Новодачная (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.924540";"37.527655";"";"действует";"1072026061";"{coordinates=[37.527655, 55.92454], type=Point}";"";
"Щукинская (проход 1)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Щукино";"55.810905";"37.461462";"[Щукинская, вход-выход 1 в вестибюль 2, Щукинская, вход-выход 2 в вестибюль 2]";"действует";"1136235537";"{coordinates=[37.461462, 55.810905], type=Point}";"";
"Печатники (проход 8)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Печатники";"55.693479";"37.729802";"[Печатники, вход-выход 5 в вестибюль, Печатники, вход-выход 3 в вестибюль, Печатники, вход-выход 4 в вестибюль, Печатники, вход-выход 6 в вестибюль, Печатники, вход-выход 7 в вестибюль]";"действует";"2372361054";"{coordinates=[37.729802, 55.693479], type=Point}";"";
"Печатники (проход 9)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Печатники";"55.694107";"37.730014";"[Печатники, вход-выход 5 в вестибюль, Печатники, вход-выход 3 в вестибюль, Печатники, вход-выход 4 в вестибюль, Печатники, вход-выход 6 в вестибюль, Печатники, вход-выход 7 в вестибюль]";"действует";"2372366151";"{coordinates=[37.730014, 55.694107], type=Point}";"";
"Печатники (проход 10)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Текстильщики";"55.693853";"37.733094";"Печатники, вход-выход 4 в вестибюль";"действует";"2389385287";"{coordinates=[37.733094, 55.693853], type=Point}";"";
"Марьина Роща (проход 1)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Марьина Роща";"55.801138";"37.618563";"";"действует";"2577804759";"{coordinates=[37.618563, 55.801138], type=Point}";"";
"Марьина Роща (проход 2)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Марьина Роща";"55.800167";"37.618497";"";"действует";"2577804780";"{coordinates=[37.618497, 55.800167], type=Point}";"";
"Зеленоград - Крюково (проход 4)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Крюково";"55.979866";"37.172629";"";"действует";"2609508530";"{coordinates=[37.172629, 55.979866], type=Point}";"";
"Зеленоград - Крюково (проход 7)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Старое Крюково";"55.980824";"37.174586";"";"действует";"2609508531";"{coordinates=[37.174586, 55.980824], type=Point}";"";
"Зеленоград - Крюково (проход 8)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Старое Крюково";"55.980706";"37.174906";"";"действует";"2609508533";"{coordinates=[37.174906, 55.980706], type=Point}";"";
"Зеленоград - Крюково (проход 9)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Старое Крюково";"55.980527";"37.175104";"";"действует";"2609508536";"{coordinates=[37.175104, 55.980527], type=Point}";"";
"Фирсановская (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.960654";"37.251152";"";"действует";"2609508757";"{coordinates=[37.251152, 55.960654], type=Point}";"";
"Фирсановская (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.960401";"37.249687";"";"действует";"2609508760";"{coordinates=[37.249687, 55.960401], type=Point}";"";
"Сходня (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.949406";"37.299389";"";"действует";"2609508865";"{coordinates=[37.299389, 55.949406], type=Point}";"";
"Сходня (проход 2) (А)";"nested data";"Вход-выход";"нет";"";"";"55.949445";"37.299022";"";"действует";"2609508872";"{coordinates=[37.299022, 55.949445], type=Point}";"";
"Сходня (проход 2) (Б)";"nested data";"Вход-выход";"нет";"";"";"55.950185";"37.297774";"";"действует";"2609508887";"{coordinates=[37.297774, 55.950185], type=Point}";"";
"Сходня (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.949960";"37.299061";"";"действует";"2609508890";"{coordinates=[37.299061, 55.94996], type=Point}";"";
"Сходня (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.949827";"37.299673";"";"действует";"2609508892";"{coordinates=[37.299673, 55.949827], type=Point}";"";
"Сходня (проход 6)";"nested data";"Вход-выход";"нет";"";"";"55.950312";"37.297042";"";"действует";"2609508907";"{coordinates=[37.297042, 55.950312], type=Point}";"";
"Подрезково (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.942506";"37.332638";"";"действует";"2609508909";"{coordinates=[37.332638, 55.942506], type=Point}";"";
"Подрезково (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.942073";"37.332350";"";"действует";"2609508917";"{coordinates=[37.33235, 55.942073], type=Point}";"";
"Новоподрезково (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"Молжаниновский район";"55.936501";"37.352896";"";"действует";"2609509391";"{coordinates=[37.352896, 55.936501], type=Point}";"";
"Новоподрезково (проход 2)";"nested data";"Вход-выход";"да";"Северный административный округ";"Молжаниновский район";"55.936277";"37.352235";"";"действует";"2609509401";"{coordinates=[37.352235, 55.936277], type=Point}";"";
"Молжаниново (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"Молжаниновский район";"55.924634";"37.381254";"";"действует";"2609509425";"{coordinates=[37.381254, 55.924634], type=Point}";"";
"Молжаниново (проход 2)";"nested data";"Вход-выход";"да";"Северный административный округ";"Молжаниновский район";"55.924201";"37.380659";"";"действует";"2609509433";"{coordinates=[37.380659, 55.924201], type=Point}";"";
"Химки (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.894306";"37.452631";"";"действует";"2609509458";"{coordinates=[37.452631, 55.894306], type=Point}";"";
"Химки (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.894408";"37.452339";"";"действует";"2609509460";"{coordinates=[37.452339, 55.894408], type=Point}";"";
"Химки (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.894623";"37.451825";"";"действует";"2609509461";"{coordinates=[37.451825, 55.894623], type=Point}";"";
"Химки (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.894097";"37.451491";"";"действует";"2609509464";"{coordinates=[37.451491, 55.894097], type=Point}";"";
"Левобережная (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.886916";"37.469802";"";"действует";"2609509467";"{coordinates=[37.469802, 55.886916], type=Point}";"";
"Левобережная (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.887040";"37.468404";"";"действует";"2609509469";"{coordinates=[37.468404, 55.88704], type=Point}";"";
"Ховрино (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Западное Дегунино";"55.880275";"37.485612";"";"действует";"2609509486";"{coordinates=[37.485612, 55.880275], type=Point}";"";
"Ховрино (проход 2)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Ховрино";"55.879644";"37.484485";"";"действует";"2609509487";"{coordinates=[37.484485, 55.879644], type=Point}";"";
"Грачёвская (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Ховрино";"55.869871";"37.507462";"";"действует";"2609509488";"{coordinates=[37.507462, 55.869871], type=Point}";"";
"Грачёвская (проход 2)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Западное Дегунино";"55.870641";"37.508519";"";"действует";"2609509490";"{coordinates=[37.508519, 55.870641], type=Point}";"";
"Моссельмаш (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"Головинский район";"55.861626";"37.525231";"";"действует";"2609509495";"{coordinates=[37.525231, 55.861626], type=Point}";"";
"Моссельмаш (проход 2)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Западное Дегунино";"55.863288";"37.527969";"";"действует";"2609509496";"{coordinates=[37.527969, 55.863288], type=Point}";"";
"Лихоборы (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"Головинский район";"55.848527";"37.552228";"";"действует";"2609509519";"{coordinates=[37.552228, 55.848527], type=Point}";"";
"Лихоборы (проход 2)";"nested data";"Вход-выход";"да";"Северный административный округ";"район Западное Дегунино";"55.849623";"37.553706";"";"действует";"2609509520";"{coordinates=[37.553706, 55.849623], type=Point}";"";
"Петровско-Разумовская (проход 1)";"nested data";"Вход-выход";"да";"Северный административный округ";"Тимирязевский район";"55.839470";"37.568566";"";"действует";"2609509523";"{coordinates=[37.568566, 55.83947], type=Point}";"";
"Петровско-Разумовская (проход 7) (А)";"nested data";"Вход-выход";"да";"Северный административный округ";"Тимирязевский район";"55.839615";"37.569128";"";"действует";"2609509524";"{coordinates=[37.569128, 55.839615], type=Point}";"";
"Останкино (проход 1)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Марфино";"55.817897";"37.603070";"";"действует";"2609509540";"{coordinates=[37.60307, 55.817897], type=Point}";"";
"Останкино (проход 2)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"Останкинский район";"55.817728";"37.603328";"";"действует";"2609509544";"{coordinates=[37.603328, 55.817728], type=Point}";"";
"Останкино (проход 3)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"Останкинский район";"55.817457";"37.603753";"";"действует";"2609509545";"{coordinates=[37.603753, 55.817457], type=Point}";"";
"Останкино (проход 4)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"Бутырский район";"55.817235";"37.603308";"";"действует";"2609509546";"{coordinates=[37.603308, 55.817235], type=Point}";"";
"Останкино (проход 5)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"Бутырский район";"55.817507";"37.602897";"";"действует";"2609509547";"{coordinates=[37.602897, 55.817507], type=Point}";"";
"Останкино (проход 6)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"Бутырский район";"55.817691";"37.602538";"";"действует";"2609509548";"{coordinates=[37.602538, 55.817691], type=Point}";"";
"Электрозаводская (проход 3)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Басманный район";"55.781091";"37.705060";"";"действует";"2609509573";"{coordinates=[37.70506, 55.781091], type=Point}";"";
"Электрозаводская (проход 4)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Соколиная Гора";"55.781330";"37.705287";"";"действует";"2609509577";"{coordinates=[37.705287, 55.78133], type=Point}";"";
"Сортировочная (проход 1)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Соколиная Гора";"55.762850";"37.721191";"";"действует";"2609509603";"{coordinates=[37.721191, 55.76285], type=Point}";"";
"Сортировочная (проход 2)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Лефортово";"55.762888";"37.720431";"";"действует";"2609509604";"{coordinates=[37.720431, 55.762888], type=Point}";"";
"Сортировочная (проход 3)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Лефортово";"55.763476";"37.720514";"";"действует";"2609509606";"{coordinates=[37.720514, 55.763476], type=Point}";"";
"Авиамоторная (проход 1)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Перово";"55.751068";"37.721183";"";"действует";"2609509610";"{coordinates=[37.721183, 55.751068], type=Point}";"";
"Авиамоторная (проход 2)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Лефортово";"55.750326";"37.721421";"";"действует";"2609509611";"{coordinates=[37.721421, 55.750326], type=Point}";"";
"Авиамоторная (проход 3)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Лефортово";"55.751047";"37.720389";"";"действует";"2609509627";"{coordinates=[37.720389, 55.751047], type=Point}";"";
"Андроновка (проход 3)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Перово";"55.745726";"37.738718";"";"действует";"2609509628";"{coordinates=[37.738718, 55.745726], type=Point}";"";
"Андроновка (проход 4)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.745287";"37.738669";"";"действует";"2609509630";"{coordinates=[37.738669, 55.745287], type=Point}";"";
"Андроновка (проход 5)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.744857";"37.739813";"";"действует";"2609509632";"{coordinates=[37.739813, 55.744857], type=Point}";"";
"Перово (проход 1)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.736355";"37.762795";"";"действует";"2609509634";"{coordinates=[37.762795, 55.736355], type=Point}";"";
"Перово (проход 2)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Перово";"55.736677";"37.763026";"";"действует";"2609509635";"{coordinates=[37.763026, 55.736677], type=Point}";"";
"Перово (проход 3)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Перово";"55.737317";"37.764295";"";"действует";"2609509639";"{coordinates=[37.764295, 55.737317], type=Point}";"";
"Перово (проход 4)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.735856";"37.763480";"";"действует";"2609509641";"{coordinates=[37.76348, 55.735856], type=Point}";"";
"Плющево (проход 1)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Вешняки";"55.730613";"37.777349";"";"действует";"2609509645";"{coordinates=[37.777349, 55.730613], type=Point}";"";
"Плющево (проход 2)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Рязанский район";"55.729971";"37.775666";"";"действует";"2609509677";"{coordinates=[37.775666, 55.729971], type=Point}";"";
"Плющево (проход 3)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Рязанский район";"55.730257";"37.775036";"";"действует";"2609509679";"{coordinates=[37.775036, 55.730257], type=Point}";"";
"Вешняки (проход 1)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Рязанский район";"55.722638";"37.797181";"";"действует";"2609509682";"{coordinates=[37.797181, 55.722638], type=Point}";"";
"Вешняки (проход 2)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Вешняки";"55.723569";"37.797325";"";"действует";"2609509684";"{coordinates=[37.797325, 55.723569], type=Point}";"";
"Выхино (проход 6)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"55.716090";"37.816069";"";"действует";"2609509686";"{coordinates=[37.816069, 55.71609], type=Point}";"";
"Выхино (проход 7)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Вешняки";"55.716543";"37.817298";"";"действует";"2609509687";"{coordinates=[37.817298, 55.716543], type=Point}";"";
"Косино (проход 8)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Выхино-Жулебино";"55.705639";"37.847758";"";"действует";"2609509688";"{coordinates=[37.847758, 55.705639], type=Point}";"";
"Косино (проход 9)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Косино-Ухтомский";"55.705699";"37.848937";"";"действует";"2609509689";"{coordinates=[37.848937, 55.705699], type=Point}";"";
"Ухтомская (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.698590";"37.865046";"";"действует";"2609509691";"{coordinates=[37.865046, 55.69859], type=Point}";"";
"Ухтомская (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.698370";"37.864683";"";"действует";"2609509692";"{coordinates=[37.864683, 55.69837], type=Point}";"";
"Ухтомская (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.698739";"37.863812";"";"действует";"2609509693";"{coordinates=[37.863812, 55.698739], type=Point}";"";
"Люберцы (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.681754";"37.897042";"";"действует";"2609509709";"{coordinates=[37.897042, 55.681754], type=Point}";"";
"Панки (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.668677";"37.924904";"";"действует";"2609509710";"{coordinates=[37.924904, 55.668677], type=Point}";"";
"Панки (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.668511";"37.925233";"";"действует";"2609509711";"{coordinates=[37.925233, 55.668511], type=Point}";"";
"Панки (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.667859";"37.924304";"";"действует";"2609509713";"{coordinates=[37.924304, 55.667859], type=Point}";"";
"Панки (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.667992";"37.923855";"";"действует";"2609509714";"{coordinates=[37.923855, 55.667992], type=Point}";"";
"Панки (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.668227";"37.923386";"";"действует";"2609509716";"{coordinates=[37.923386, 55.668227], type=Point}";"";
"Панки (проход 6)";"nested data";"Вход-выход";"нет";"";"";"55.668401";"37.923041";"";"действует";"2609509719";"{coordinates=[37.923041, 55.668401], type=Point}";"";
"Томилино (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.655580";"37.952452";"";"действует";"2609509723";"{coordinates=[37.952452, 55.65558], type=Point}";"";
"Томилино (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.655975";"37.952929";"";"действует";"2609509726";"{coordinates=[37.952929, 55.655975], type=Point}";"";
"Красково (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.650243";"37.981902";"";"действует";"2609509744";"{coordinates=[37.981902, 55.650243], type=Point}";"";
"Красково (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.650124";"37.982548";"";"действует";"2609509746";"{coordinates=[37.982548, 55.650124], type=Point}";"";
"Красково (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.649697";"37.981839";"";"действует";"2609509749";"{coordinates=[37.981839, 55.649697], type=Point}";"";
"Малаховка (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.645209";"38.009501";"";"действует";"2609509752";"{coordinates=[38.009501, 55.645209], type=Point}";"";
"Малаховка (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.644870";"38.009272";"";"действует";"2609509753";"{coordinates=[38.009272, 55.64487], type=Point}";"";
"Малаховка (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.644916";"38.009064";"";"действует";"2609509755";"{coordinates=[38.009064, 55.644916], type=Point}";"";
"Малаховка (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.645583";"38.005418";"";"действует";"2609509757";"{coordinates=[38.005418, 55.645583], type=Point}";"";
"Малаховка (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.646026";"38.005683";"";"действует";"2609509759";"{coordinates=[38.005683, 55.646026], type=Point}";"";
"Удельная (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.634363";"38.044481";"";"действует";"2609509955";"{coordinates=[38.044481, 55.634363], type=Point}";"";
"Удельная (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.634733";"38.044826";"";"действует";"2609509971";"{coordinates=[38.044826, 55.634733], type=Point}";"";
"Быково (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.626321";"38.073095";"";"действует";"2609509974";"{coordinates=[38.073095, 55.626321], type=Point}";"";
"Быково (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.626234";"38.073383";"";"действует";"2609509976";"{coordinates=[38.073383, 55.626234], type=Point}";"";
"Быково (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.626352";"38.070836";"";"действует";"2609509978";"{coordinates=[38.070836, 55.626352], type=Point}";"";
"Ильинская (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.615684";"38.102679";"";"действует";"2609509981";"{coordinates=[38.102679, 55.615684], type=Point}";"";
"Ильинская (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.615182";"38.102867";"";"действует";"2609509983";"{coordinates=[38.102867, 55.615182], type=Point}";"";
"Ильинская (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.615459";"38.102143";"";"действует";"2609509986";"{coordinates=[38.102143, 55.615459], type=Point}";"";
"Отдых (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.601326";"38.135572";"";"действует";"2609509987";"{coordinates=[38.135572, 55.601326], type=Point}";"";
"Отдых (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.602095";"38.136274";"";"действует";"2609514727";"{coordinates=[38.136274, 55.602095], type=Point}";"";
"Отдых (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.601941";"38.136635";"";"действует";"2609517569";"{coordinates=[38.136635, 55.601941], type=Point}";"";
"Кратово (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.591325";"38.162338";"";"действует";"2609526989";"{coordinates=[38.162338, 55.591325], type=Point}";"";
"Кратово (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.590973";"38.161887";"";"действует";"2609531901";"{coordinates=[38.161887, 55.590973], type=Point}";"";
